-3.,0.4397655868741841
-2.8,0.4393901864419773
-2.6,0.4386698087407542
-2.4,0.43722046532535114
-2.2,0.4341785794532314
-2.,0.4275895047000585
-1.7999999999999998,0.4130788994610327
-1.5999999999999999,0.3812505970014461
-1.4,0.31474427121472587
-1.2,0.2175948094461404
-1.,0.08925471100922935
-0.7999999999999998,-0.07667108028705624
-0.5999999999999996,-0.2882349086415279
-0.3999999999999999,-0.5203143413806112
-0.19999999999999973,-0.7819994951825252
0.,-1.1215728007225771
0.20000000000000018,-1.4841645063586588
0.40000000000000036,-1.9317176677269665
0.6000000000000001,-2.490733295261144
0.8000000000000003,-3.0277409797523647
1.,-3.7628978317255384
1.2000000000000002,-4.491431079332684
