6.9e-3  1e10
7e-3  6.096e-4
7.0718e-3  1.0479e-5
8.2808e-3  8.4486e-6
9.4041e-3  7.8259e-6
0.0112  7.7128e-6
0.0134  7.4851e-6
0.016  7.4919e-6
0.0195  7.6163e-6
0.0237  7.5073e-6
0.0292  7.9943e-6
0.0356  9.1959e-6
0.0411  1.1966e-5
0.045  1.8448e-5
0.0493  2.5926e-5
0.0554  3.4256e-5
0.061  5.4473e-5
0.062  1.2741e-3
0.0627  1.2741e-2
0.0628  1e10
0.068  1e40
