5.0e-3  1.6474e-8
6.7232e-3  1.6699e-8
8.9991e-3  1.7188e-8
0.0126  1.7418e-8
0.0171  1.9347e-8
0.0229  2.4283e-8
0.0279  3.0963e-8
0.0319  4.1979e-8
0.0369  7.4902e-8
0.0397  1.0964e-7
0.0449  1.4867e-7
0.0534  1.678e-7
0.0647  1.9525e-7
0.0798  2.4146e-7
0.0966  3.0789e-7
0.1202  4.5724e-7
0.1449  6.5875e-7
0.1707  7.9038e-7
0.1949  7.8977e-7
0.2174  6.7758e-7
0.237  4.3507e-7 # remove dip of resonance  0.2572  5.7145e-8. 0.2503  1.7147e-7  0.2631  2.256e-7
0.2692  4.4144e-7
0.2831  8.5056e-7
0.3073  1.6637e-6
0.3351  3.0152e-6
0.3772  5.8966e-6
0.417  1.0208e-5
0.4546  3.0608e-5
0.5142  9.6062e-5
0.5481  1.5888e-4
