0.000001  475.382
1  473.5834
5.9405  473.5834
12.7475  470.0722
20.6683  465.6932
28.0941  452.8336
35.7673  437.4233
44.6782  417.7473
52.104  398.9456
57.6733  376.7797
63.7376  350.361
69.1832  324.8016
75.1238  289.896
79.3317  260.1132
83.4158  226.088
86.2624  191.2349
89.1089  158.0796
91.8317  122.3798
95.297  62.8982
98.2673  1.7271
