9.7452e-4  5.9247e-9
9.8463e-4  5.9247e-9
9.9485e-4  5.9247e-9
1.0052e-3  5.9247e-9
1.0156e-3  5.9247e-9
1.0261e-3  5.9247e-9
1.0368e-3  6.0013e-9
1.0476e-3  6.0788e-9
1.0584e-3  6.0788e-9
1.0694e-3  6.0788e-9
1.0805e-3  6.0788e-9
1.0917e-3  6.0788e-9
1.1031e-3  6.0788e-9
1.1145e-3  6.0788e-9
1.1261e-3  6.1574e-9
1.1378e-3  6.1574e-9
1.1496e-3  6.1574e-9
1.1615e-3  6.1574e-9
1.1736e-3  6.1574e-9
1.1857e-3  6.237e-9
1.1981e-3  6.237e-9
1.2105e-3  6.237e-9
1.223e-3  6.237e-9
1.2357e-3  6.3176e-9
1.2486e-3  6.3176e-9
1.2615e-3  6.3992e-9
1.2746e-3  6.3992e-9
1.2879e-3  6.3992e-9
1.3012e-3  6.3992e-9
1.3147e-3  6.4819e-9
1.3284e-3  6.4819e-9
1.3422e-3  6.4819e-9
1.3561e-3  6.4819e-9
1.3702e-3  6.5657e-9
1.3844e-3  6.5657e-9
1.3987e-3  6.6506e-9
1.4133e-3  6.6506e-9
1.4279e-3  6.6506e-9
1.4428e-3  6.6506e-9
1.4577e-3  6.7365e-9
1.4729e-3  6.7365e-9
1.4881e-3  6.7365e-9
1.5036e-3  6.7365e-9
1.5192e-3  6.8236e-9
1.535e-3  6.8236e-9
1.5509e-3  6.8236e-9
1.567e-3  6.8236e-9
1.5833e-3  6.9118e-9
1.5997e-3  6.9118e-9
1.6163e-3  7.0011e-9
1.6331e-3  7.0011e-9
1.65e-3  7.0011e-9
1.6671e-3  7.0011e-9
1.6844e-3  7.0916e-9
1.7019e-3  7.0916e-9
1.7196e-3  7.0916e-9
1.7374e-3  7.0916e-9
1.7555e-3  7.1833e-9
1.7737e-3  7.1833e-9
1.7921e-3  7.1833e-9
1.8107e-3  7.1833e-9
1.8295e-3  7.1833e-9
1.8295e-3  7.2761e-9
1.8485e-3  7.3701e-9
1.8677e-3  7.3701e-9
1.8871e-3  7.3701e-9
1.9066e-3  7.3701e-9
1.9264e-3  7.3701e-9
1.9464e-3  7.4654e-9
1.9666e-3  7.4654e-9
1.987e-3  7.4654e-9
2.0077e-3  7.4654e-9
2.0285e-3  7.4654e-9
2.0496e-3  7.4654e-9
2.0708e-3  7.4654e-9
2.0923e-3  7.4654e-9
2.114e-3  7.4654e-9
2.136e-3  7.4654e-9
2.1581e-3  7.4654e-9
2.1805e-3  7.4654e-9
2.2032e-3  7.5619e-9
2.226e-3  7.5619e-9
2.2491e-3  7.5619e-9
2.2725e-3  7.5619e-9
2.2961e-3  7.5619e-9
2.3199e-3  7.6596e-9
2.344e-3  7.6596e-9
2.3683e-3  7.6596e-9
2.3929e-3  7.6596e-9
2.4177e-3  7.6596e-9
2.4428e-3  7.6596e-9
2.4682e-3  7.6596e-9
2.4938e-3  7.6596e-9
2.5197e-3  7.6596e-9
2.5458e-3  7.6596e-9
2.5723e-3  7.7586e-9
2.599e-3  7.7586e-9
2.6259e-3  7.7586e-9
2.6532e-3  7.7586e-9
2.6807e-3  7.8589e-9
2.7085e-3  7.8589e-9
2.7367e-3  7.8589e-9
2.7651e-3  7.8589e-9
2.7651e-3  7.9605e-9
2.7938e-3  8.0633e-9
2.8228e-3  8.0633e-9
2.852e-3  8.1675e-9
2.8817e-3  8.1675e-9
2.9116e-3  8.2731e-9
2.9418e-3  8.2731e-9
2.9418e-3  8.38e-9
2.9723e-3  8.4883e-9
3.0032e-3  8.4883e-9
3.0343e-3  8.598e-9
3.0343e-3  8.7092e-9
3.0658e-3  8.8217e-9
3.0976e-3  8.9357e-9
3.1298e-3  8.9357e-9
3.1623e-3  9.0512e-9
3.1623e-3  9.1682e-9
3.1623e-3  9.2867e-9
3.1951e-3  9.4067e-9
3.2283e-3  9.4067e-9
3.2618e-3  9.5283e-9
3.2618e-3  9.6515e-9
3.2618e-3  9.7762e-9
3.2618e-3  9.9026e-9
3.2956e-3  9.9026e-9
3.3298e-3  1.0031e-8
3.3644e-3  1.016e-8
3.3644e-3  1.0291e-8
3.3644e-3  1.0425e-8
3.3993e-3  1.0425e-8
3.4346e-3  1.0559e-8
3.4702e-3  1.0696e-8
3.4702e-3  1.0834e-8
3.5063e-3  1.0974e-8
3.5063e-3  1.1116e-8
3.5426e-3  1.1259e-8
3.5794e-3  1.1405e-8
3.6166e-3  1.1552e-8
3.6166e-3  1.1702e-8
3.6541e-3  1.1853e-8
3.6541e-3  1.2006e-8
3.692e-3  1.2006e-8
3.7303e-3  1.2161e-8
3.7303e-3  1.2318e-8
3.7691e-3  1.2478e-8
3.7691e-3  1.2639e-8
3.8082e-3  1.2802e-8
3.8477e-3  1.2968e-8
3.8876e-3  1.3135e-8
3.8876e-3  1.3305e-8
3.928e-3  1.3305e-8
3.9688e-3  1.3477e-8
4.01e-3  1.3651e-8
4.0516e-3  1.3828e-8
4.0936e-3  1.4006e-8
4.1361e-3  1.4187e-8
4.179e-3  1.4371e-8
4.2224e-3  1.4557e-8
4.2662e-3  1.4745e-8
4.3105e-3  1.4935e-8
4.3553e-3  1.4935e-8
4.3553e-3  1.5128e-8
4.4005e-3  1.5324e-8
4.4461e-3  1.5324e-8
4.4461e-3  1.5522e-8
4.4923e-3  1.5522e-8
4.4923e-3  1.5722e-8
4.5389e-3  1.5722e-8
4.5389e-3  1.5926e-8
4.586e-3  1.5926e-8
4.586e-3  1.6131e-8
4.6336e-3  1.6131e-8
4.6817e-3  1.634e-8
4.6817e-3  1.6551e-8
4.7303e-3  1.6551e-8
4.7794e-3  1.6551e-8
4.829e-3  1.6765e-8
4.8791e-3  1.6982e-8
4.9298e-3  1.7201e-8
4.9809e-3  1.7424e-8
5.0326e-3  1.7424e-8
5.0848e-3  1.7649e-8
5.1376e-3  1.7649e-8
5.1376e-3  1.7877e-8
5.1909e-3  1.8108e-8
5.2448e-3  1.8108e-8
5.2993e-3  1.8108e-8
5.3543e-3  1.8342e-8
5.4098e-3  1.8579e-8
5.466e-3  1.8579e-8
5.5227e-3  1.8819e-8
5.58e-3  1.9062e-8
5.6379e-3  1.9062e-8
5.6965e-3  1.9309e-8
5.7556e-3  1.9309e-8
5.8153e-3  1.9309e-8
5.8153e-3  1.9558e-8
5.8757e-3  1.9811e-8
5.9367e-3  1.9811e-8
5.9983e-3  2.0067e-8
6.0605e-3  2.0067e-8
6.1234e-3  2.0326e-8
6.187e-3  2.0326e-8
6.187e-3  2.0589e-8
6.2512e-3  2.0855e-8
6.3161e-3  2.0855e-8
6.3816e-3  2.1125e-8
6.4479e-3  2.1125e-8
6.4479e-3  2.1398e-8
6.5148e-3  2.1674e-8
6.5824e-3  2.1674e-8
6.6507e-3  2.1955e-8
6.7198e-3  2.1955e-8
6.7895e-3  2.1955e-8
6.86e-3  2.2238e-8
6.9312e-3  2.2238e-8
7.0031e-3  2.2526e-8
7.0758e-3  2.2526e-8
7.1492e-3  2.2817e-8
7.2234e-3  2.2817e-8
7.2984e-3  2.2817e-8
7.3742e-3  2.2817e-8
7.4507e-3  2.2817e-8
7.528e-3  2.2817e-8
7.6062e-3  2.3112e-8
7.6851e-3  2.3112e-8
7.7649e-3  2.3112e-8
7.8455e-3  2.3112e-8
7.9269e-3  2.3112e-8
8.0092e-3  2.341e-8
8.0923e-3  2.341e-8
8.0923e-3  2.3713e-8
8.1763e-3  2.4019e-8
8.2611e-3  2.4019e-8
8.3469e-3  2.433e-8
8.4335e-3  2.433e-8
8.4335e-3  2.4644e-8
8.5211e-3  2.4644e-8
8.6095e-3  2.4963e-8
8.6989e-3  2.5285e-8
8.7891e-3  2.5285e-8
8.8804e-3  2.5612e-8
8.9725e-3  2.5612e-8
9.0657e-3  2.5612e-8
9.1597e-3  2.5943e-8
9.2548e-3  2.5943e-8
9.3509e-3  2.6279e-8
9.4479e-3  2.6279e-8
9.546e-3  2.6279e-8
9.6451e-3  2.6618e-8
9.7452e-3  2.6618e-8
9.8463e-3  2.6618e-8
9.9485e-3  2.6618e-8
9.9485e-3  2.6962e-8
0.0101  2.7311e-8
0.0102  2.7311e-8
0.0102  2.7664e-8
0.0103  2.8021e-8
0.0104  2.8383e-8
0.0105  2.8383e-8
0.0105  2.875e-8
0.0106  2.9122e-8
0.0106  2.9498e-8
0.0107  2.9879e-8
0.0107  3.0266e-8
0.0108  3.0657e-8
0.0109  3.0657e-8
0.0109  3.1053e-8
0.0109  3.1454e-8
0.011  3.1861e-8
0.0111  3.2273e-8
0.0113  3.269e-8
0.0114  3.3112e-8
0.0115  3.354e-8
0.0116  3.3974e-8
0.0117  3.4413e-8
0.0119  3.4858e-8
0.0119  3.5308e-8
0.012  3.5308e-8
0.0121  3.5764e-8
0.0121  3.6227e-8
0.0122  3.6695e-8
0.0124  3.7169e-8
0.0124  3.7649e-8
0.0125  3.7649e-8
0.0126  3.8136e-8
0.0127  3.8629e-8
0.0127  3.9128e-8
0.0129  3.9634e-8
0.013  4.0146e-8
0.0131  4.0665e-8
0.0133  4.1191e-8
0.0133  4.1723e-8
0.0134  4.1723e-8
0.0136  4.2262e-8
0.0136  4.2808e-8
0.0137  4.3362e-8
0.0138  4.3922e-8
0.014  4.449e-8
0.0141  4.5065e-8
0.0143  4.5647e-8
