5.0e-3  4.2222e-10
6.576e-3  4.3286e-10
0.0103  5.0885e-10
0.0134  6.2092e-10
0.0162  7.5768e-10
0.0213  1.0734e-9
0.0268  1.7877e-9
0.0323  3.1683e-9
0.0369  5.9017e-9
0.0402  9.8287e-9
0.0419  1.2296e-8
0.0466  1.5004e-8
0.0527  1.9004e-8
0.0593  2.4072e-8
0.067  3.1259e-8
0.0786  4.4839e-8
0.0921  6.594e-8
0.1088  1.0712e-7
0.123  1.5558e-7
0.1437  2.5911e-7
0.1648  3.6254e-7
0.1841  3.8104e-7
0.2005  3.7168e-7
0.2183  3.2013e-7
0.2342  1.9463e-7
0.2467  9.4588e-8
0.256  3.0114e-8
0.2657  9.6971e-8
0.2757  1.4084e-7
0.315  2.4961e-7
0.3763  4.6496e-7
0.4494  9.3322e-7
0.5612  2.2294e-6
0.6754  4.4746e-6
0.8249  1.2106e-5
