     0.00050 	 5.299  23.3 17.6
     0.050 	 5.299  23.3 17.6
      0.066 	 5.335  23.3 17.6
      0.087 	 5.348  23.4 17.6
    1.374 	 5.323  23.4 17.6
   1.811 	 5.33  23.1 17.5
    2.388 	 5.307  23.3 17.6
     3.147 	 5.337  23.5 17.7
     5.639 	 5.299  23.4 17.6
     8.668 	 5.312  23.5 17.7
     13.320 	 5.308  23.4 17.6
     20.475 	 5.248  23.8 17.9
     31.472 	 5.149  23.8 17.9
