	    0.0049 	 43.32
      0.0088 	 43.55
      0.0155 	 43.67
      0.0274 	 43.68
      0.0483 	 43.64
      0.0853 	 43.84
      0.151 	 43.71
      0.266 	 43.7
      0.47 	 43.5
      0.83 	 44.16
      1.46 	 43.6
      2.58 	 43.75
      4.55 	 43.41
      8.03 	 43.33
     14.17 	 42.44
     25.00 	 41.24
