4.247011614900528254e-03 1.007819674913582819e+00
4.464811659823240270e-03 1.057904178270651530e+00
4.693781172567020737e-03 1.108926681065959041e+00
4.934492958392080499e-03 1.158712090375681569e+00
5.187549197804737500e-03 1.210610525811898652e+00
5.453582953011947357e-03 1.264771195108230550e+00
5.733259751631571317e-03 1.321381521674805493e+00
6.027279251620196003e-03 1.380665959331315751e+00
6.336376991583717380e-03 1.443628042889619989e+00
6.661326230849335707e-03 1.509744337704827188e+00
7.002939883902132602e-03 1.579168647834008343e+00
7.362072554025677652e-03 1.652129339644496930e+00
7.739622671234060343e-03 1.728908441644123828e+00
8.136534739843766934e-03 1.810216283932728265e+00
8.553801701308068675e-03 1.896180385693373882e+00
8.992467418224998552e-03 1.986891857666414518e+00
9.453629285732935428e-03 2.082651428575547747e+00
9.938440976826810186e-03 2.183680513634041809e+00
1.044811532846272491e-02 2.289187000274669259e+00
1.098392737567091895e-02 2.398359990071677217e+00
1.154721754126773921e-02 2.513590846536830625e+00
1.213939498914583248e-02 2.635256786843780841e+00
1.276194114953170013e-02 2.763753364923680955e+00
1.341641342502936964e-02 2.899455376400190687e+00
1.410444908672169387e-02 3.042510017655970955e+00
1.482776937007580613e-02 3.193776697002885800e+00
1.558818378089953625e-02 3.353633152615224766e+00
1.638759462212062770e-02 3.522576799386486712e+00
1.722800175271347808e-02 3.701191529670841085e+00
1.811150759067841481e-02 3.890763099247685375e+00
1.904032237258953056e-02 4.091478221624156753e+00
2.001676968286843217e-02 4.303654023760064895e+00
2.104329226661663318e-02 4.527921892427604789e+00
2.212245814054801876e-02 4.764752193391348811e+00
2.325696701730911239e-02 5.012268784511925368e+00
2.444965705925866706e-02 5.269571639516614781e+00
2.570351197860202067e-02 5.540890525334852157e+00
2.702166850164277462e-02 5.826911408351065802e+00
2.840742421582445262e-02 6.128291286454158993e+00
2.986424581919320392e-02 6.444633723086219845e+00
3.139577779291856385e-02 6.771775795679903176e+00
3.300585151856842703e-02 7.115623270369544784e+00
3.469849486294620394e-02 7.476863446917814571e+00
3.647794225446862604e-02 7.856407026932261672e+00
3.834864527629150421e-02 8.261059044595800316e+00
4.031528380268438461e-02 8.765024297883382332e+00
4.238277770651306675e-02 9.365267536839716911e+00
4.455629916711874305e-02 1.007818133522375526e+01
4.684128560938338043e-02 1.088347042913785323e+01
4.924345330635122864e-02 1.170855510034417790e+01
5.176881167943492290e-02 1.257973000660144081e+01
5.442367833198122340e-02 1.357294585092484773e+01
5.721469485380497461e-02 1.468005402078730981e+01
6.014884343622878965e-02 1.584717169865457365e+01
6.323346433919437015e-02 1.687160931261690422e+01
6.647627425414151525e-02 1.776846304790201003e+01
6.988538560859341997e-02 1.864251826271403090e+01
7.346932686074114649e-02 1.948486969435976235e+01
7.723706383479828075e-02 2.034259843685683578e+01
8.119802215049888583e-02 2.122978152171363320e+01
8.536211080285079078e-02 2.210444411175345536e+01
8.973974695113187683e-02 2.293463346277497550e+01
9.434188197914430973e-02 2.337337181355601956e+01
9.918002889191936122e-02 2.519877228044518347e+01
1.042662911174117302e-01 2.603293000936694668e+01
1.096133927852342843e-01 2.479352784537297794e+01
1.152347105581818104e-01 2.328586429976965277e+01
1.211443070961737423e-01 1.868357955861079489e+01
1.273569662363337462e-01 1.966302156085486885e+01
1.338882299772130857e-01 2.072570702611516680e+01
1.407544373596815723e-01 2.182397404567486987e+01
1.479727653417508559e-01 2.291687041718624585e+01
1.555612717695878944e-01 2.406751174139174410e+01
1.635389405522157114e-01 2.529318425600800424e+01
1.719257291529150133e-01 2.662293277170352113e+01
1.807426185161318810e-01 2.804164058179615893e+01
1.900116655547951228e-01 2.917740417118563556e+01
1.997560583293465641e-01 3.027379734573289127e+01
2.100001740565258512e-01 3.119335110013244972e+01
